,caseid,task,user,start_timestamp,end_timestamp
59,Case111,Turning & Milling,Role 1,2012-03-25 15:06:00,2012-03-25 23:32:00
60,Case111,Turning & Milling,Role 1,2012-03-26 03:54:00,2012-03-26 14:43:00
61,Case111,Turning & Milling Q.C.,Role 3,2012-03-26 15:21:00,2012-03-26 17:22:00
62,Case111,Laser Marking,Role 7,2012-03-26 23:42:00,2012-03-27 00:00:00
63,Case111,Laser Marking,Role 7,2012-03-27 00:02:00,2012-03-27 01:43:00
64,Case111,Turning & Milling,Role 1,2012-03-27 08:51:00,2012-03-27 15:52:00
65,Case111,Turning & Milling Q.C.,Role 3,2012-03-27 15:00:00,2012-03-27 18:59:00
66,Case111,Turning & Milling Q.C.,Role 3,2012-03-27 15:00:00,2012-03-27 15:35:00
67,Case111,Turning & Milling,Role 1,2012-03-27 18:56:00,2012-03-28 14:56:00
68,Case111,Laser Marking,Role 7,2012-03-27 19:10:00,2012-03-27 21:26:00
71,Case113,SETUP     Turning & Milling,Role 1,2012-03-15 10:09:00,2012-03-15 13:49:00
72,Case113,Turning & Milling,Role 1,2012-03-15 14:06:00,2012-03-15 22:56:00
73,Case113,Turning & Milling Q.C.,Role 3,2012-03-16 14:03:00,2012-03-16 18:04:00
74,Case113,Laser Marking,Role 7,2012-03-16 18:15:00,2012-03-16 18:39:00
77,Case118,Turning & Milling,Role 1,2012-03-25 08:00:00,2012-03-25 09:15:00
78,Case118,Turning & Milling,Role 1,2012-03-29 04:10:00,2012-03-29 06:11:00
79,Case118,Turning & Milling,Role 1,2012-03-29 06:12:00,2012-03-29 09:29:00
80,Case118,Turning & Milling Q.C.,Role 3,2012-03-30 18:18:00,2012-03-30 19:41:00
83,Case119,Turning & Milling,Role 1,2012-03-20 14:12:00,2012-03-20 22:57:00
84,Case119,Turning & Milling,Role 1,2012-03-21 21:35:00,2012-03-21 22:30:00
85,Case119,Turning & Milling,Role 1,2012-03-22 14:18:00,2012-03-23 00:48:00
86,Case119,Turning & Milling,Role 1,2012-03-23 08:16:00,2012-03-23 13:51:00
87,Case119,Turning & Milling,Role 1,2012-03-25 15:19:00,2012-03-26 01:45:00
88,Case119,Turning & Milling,Role 1,2012-03-26 16:30:00,2012-03-27 02:00:00
89,Case119,Turning & Milling,Role 1,2012-03-27 16:17:00,2012-03-28 01:47:00
90,Case119,Turning & Milling,Role 1,2012-03-28 05:36:00,2012-03-28 12:21:00
91,Case119,Turning & Milling,Role 1,2012-03-28 15:20:00,2012-03-29 01:37:00
92,Case119,Turning & Milling,Role 1,2012-03-29 05:14:00,2012-03-29 14:42:00
93,Case119,Turning & Milling,Role 1,2012-03-29 15:18:00,2012-03-30 01:18:00
96,Case123,Turning & Milling,Role 1,2012-03-14 07:00:00,2012-03-14 08:15:00
97,Case123,Turning & Milling,Role 1,2012-03-15 06:30:00,2012-03-15 09:00:00
98,Case123,Turning & Milling,Role 1,2012-03-15 09:00:00,2012-03-15 13:30:00
99,Case123,Turning & Milling,Role 1,2012-03-15 14:31:00,2012-03-15 15:51:00
100,Case123,Turning & Milling,Role 1,2012-03-15 17:39:00,2012-03-16 00:56:00
101,Case123,Turning & Milling,Role 1,2012-03-16 02:49:00,2012-03-16 08:27:00
102,Case123,Turning & Milling,Role 1,2012-03-16 08:28:00,2012-03-16 10:30:00
103,Case123,Turning & Milling,Role 1,2012-03-16 10:31:00,2012-03-16 11:47:00
104,Case123,Turning & Milling,Role 1,2012-03-16 14:10:00,2012-03-16 14:12:00
105,Case123,Turning & Milling,Role 1,2012-03-16 14:12:00,2012-03-16 19:48:00
106,Case123,Turning & Milling Q.C.,Role 3,2012-03-16 15:31:00,2012-03-16 16:32:00
107,Case123,Turning & Milling,Role 1,2012-03-17 20:22:00,2012-03-18 07:57:00
108,Case123,Turning & Milling,Role 1,2012-03-18 07:56:00,2012-03-18 09:26:00
109,Case123,Turning & Milling,Role 1,2012-03-18 07:57:00,2012-03-18 14:13:00
110,Case123,Turning & Milling,Role 1,2012-03-18 13:55:00,2012-03-18 16:20:00
111,Case123,Turning & Milling Q.C.,Role 3,2012-03-18 14:00:00,2012-03-18 16:41:00
112,Case123,Turning & Milling,Role 1,2012-03-18 16:19:00,2012-03-18 16:21:00
113,Case123,Turning & Milling,Role 1,2012-03-18 16:20:00,2012-03-18 18:30:00
114,Case123,Laser Marking,Role 1,2012-03-18 22:03:00,2012-03-18 22:53:00
117,Case124,Turning & Milling,Role 1,2012-03-20 13:59:00,2012-03-20 21:34:00
118,Case124,Turning & Milling,Role 1,2012-03-20 21:35:00,2012-03-20 22:58:00
119,Case124,Turning & Milling,Role 1,2012-03-20 22:59:00,2012-03-21 00:54:00
120,Case124,Turning & Milling,Role 1,2012-03-21 00:54:00,2012-03-21 05:36:00
121,Case124,Turning & Milling Q.C.,Role 3,2012-03-21 19:28:00,2012-03-21 21:07:00
122,Case124,Laser Marking,Role 7,2012-03-21 23:01:00,2012-03-21 23:20:00
123,Case124,Lapping,Role 1,2012-03-22 14:32:00,2012-03-22 14:46:00
124,Case124,Final Inspection Q.C.,Role 3,2012-03-23 17:31:00,2012-03-23 19:16:00
125,Case124,Final Inspection Q.C.,Role 3,2012-03-25 18:00:00,2012-03-25 18:15:00
126,Case124,Packing,Role 5,2012-03-26 08:00:00,2012-03-26 09:00:00
129,Case125,Turning & Milling,Role 1,2012-03-29 09:30:00,2012-03-29 14:42:00
130,Case125,Turning & Milling,Role 1,2012-03-29 15:26:00,2012-03-29 21:22:00
131,Case125,Turning & Milling Q.C.,Role 3,2012-03-29 21:25:00,2012-03-30 00:03:00
132,Case125,Turning & Milling,Role 1,2012-03-29 23:43:00,2012-03-29 23:58:00
133,Case125,Turning & Milling,Role 1,2012-03-30 00:45:00,2012-03-30 01:29:00
136,Case126,Turning & Milling,Role 1,2012-03-21 07:00:00,2012-03-21 08:15:00
137,Case126,Turning & Milling,Role 1,2012-03-22 03:27:00,2012-03-22 13:51:00
138,Case126,Turning & Milling,Role 1,2012-03-22 13:57:00,2012-03-22 14:57:00
139,Case126,Turning & Milling Q.C.,Role 3,2012-03-22 14:00:00,2012-03-22 15:00:00
140,Case126,Turning & Milling,Role 1,2012-03-22 14:58:00,2012-03-22 18:14:00
141,Case126,Turning & Milling Q.C.,Role 3,2012-03-23 00:15:00,2012-03-23 00:53:00
142,Case126,Laser Marking,Role 7,2012-03-25 23:40:00,2012-03-25 23:41:00
143,Case126,Lapping,Role 7,2012-03-26 08:00:00,2012-03-26 09:15:00
144,Case126,Lapping,Role 7,2012-03-26 16:18:00,2012-03-26 17:14:00
145,Case126,Lapping,Role 7,2012-03-26 17:05:00,2012-03-26 17:52:00
146,Case126,Round Grinding,Role 2,2012-03-27 07:00:00,2012-03-27 07:45:00
147,Case126,Round Grinding,Role 2,2012-03-27 14:56:00,2012-03-27 15:48:00
148,Case126,Round Grinding,Role 2,2012-03-27 15:48:00,2012-03-27 18:24:00
149,Case126,Final Inspection Q.C.,Role 3,2012-03-27 21:26:00,2012-03-27 23:27:00
150,Case126,Packing,Role 5,2012-03-28 08:00:00,2012-03-28 09:00:00
153,Case133,Turning & Milling,Role 1,2012-03-28 08:00:00,2012-03-28 09:15:00
154,Case133,Turning & Milling,Role 1,2012-03-29 04:04:00,2012-03-29 12:43:00
155,Case133,Turning & Milling,Role 1,2012-03-29 12:44:00,2012-03-29 14:40:00
156,Case133,Turning & Milling,Role 1,2012-03-29 14:45:00,2012-03-30 00:03:00
159,Case134,Turning & Milling,Role 1,2012-03-30 01:49:00,2012-03-30 03:49:00
160,Case134,Turning & Milling,Role 1,2012-03-30 03:50:00,2012-03-30 08:00:00
161,Case134,Turning & Milling,Role 1,2012-03-30 13:45:00,2012-03-30 19:25:00
162,Case134,Turning & Milling,Role 1,2012-03-31 07:43:00,2012-03-31 13:45:00
165,Case135,Turning & Milling,Role 1,2012-03-22 05:00:00,2012-03-22 13:30:00
166,Case135,Turning & Milling,Role 1,2012-03-22 14:01:00,2012-03-22 16:59:00
167,Case135,Turning & Milling,Role 1,2012-03-22 16:25:00,2012-03-22 19:17:00
168,Case135,Turning & Milling,Role 1,2012-03-23 03:13:00,2012-03-23 08:23:00
169,Case135,Turning & Milling,Role 1,2012-03-23 09:56:00,2012-03-23 09:57:00
170,Case135,Turning & Milling,Role 1,2012-03-23 09:57:00,2012-03-23 13:31:00
171,Case135,Turning & Milling,Role 1,2012-03-23 14:00:00,2012-03-23 19:29:00
172,Case135,Turning & Milling,Role 1,2012-03-24 20:32:00,2012-03-24 22:49:00
173,Case135,Turning & Milling,Role 1,2012-03-24 23:00:00,2012-03-25 06:49:00
174,Case135,Turning & Milling,Role 1,2012-03-25 06:50:00,2012-03-25 14:45:00
175,Case135,Turning & Milling,Role 1,2012-03-25 15:08:00,2012-03-25 18:39:00
176,Case135,Turning & Milling,Role 1,2012-03-25 20:09:00,2012-03-25 20:27:00
177,Case135,Turning & Milling,Role 1,2012-03-26 03:39:00,2012-03-26 07:36:00
178,Case135,Turning & Milling,Role 1,2012-03-26 07:42:00,2012-03-26 14:38:00
179,Case135,Turning & Milling,Role 1,2012-03-26 14:53:00,2012-03-26 17:11:00
180,Case135,Turning & Milling Q.C.,Role 3,2012-03-26 15:00:00,2012-03-26 16:00:00
181,Case135,Turning & Milling,Role 1,2012-03-26 20:10:00,2012-03-26 23:41:00
182,Case135,Turning & Milling,Role 1,2012-03-26 23:50:00,2012-03-27 07:37:00
183,Case135,Turning & Milling,Role 1,2012-03-27 07:43:00,2012-03-27 14:33:00
184,Case135,Turning & Milling,Role 1,2012-03-27 15:00:00,2012-03-27 23:00:00
185,Case135,Turning & Milling Q.C.,Role 3,2012-03-27 16:25:00,2012-03-27 17:26:00
186,Case135,Turning & Milling,Role 1,2012-03-27 23:00:00,2012-03-28 00:00:00
187,Case135,Turning & Milling,Role 1,2012-03-28 00:07:00,2012-03-28 02:08:00
188,Case135,Turning & Milling,Role 1,2012-03-28 03:51:00,2012-03-28 07:33:00
189,Case135,Turning & Milling,Role 1,2012-03-28 07:33:00,2012-03-28 09:16:00
190,Case135,Turning & Milling,Role 1,2012-03-28 09:16:00,2012-03-28 14:40:00
191,Case135,Turning & Milling,Role 1,2012-03-28 15:49:00,2012-03-29 00:09:00
192,Case135,Turning & Milling Q.C.,Role 3,2012-03-28 17:47:00,2012-03-28 22:48:00
193,Case135,Turning & Milling,Role 1,2012-03-29 00:13:00,2012-03-29 07:40:00
194,Case135,Turning & Milling,Role 1,2012-03-29 07:54:00,2012-03-29 14:41:00
195,Case135,Turning & Milling,Role 1,2012-03-29 14:45:00,2012-03-30 00:04:00
196,Case135,Turning & Milling Q.C.,Role 3,2012-03-29 20:04:00,2012-03-29 23:05:00
197,Case135,Turning & Milling,Role 1,2012-03-30 00:47:00,2012-03-30 07:28:00
198,Case135,Turning & Milling,Role 1,2012-03-30 08:01:00,2012-03-30 13:45:00
199,Case135,Turning & Milling,Role 1,2012-03-30 13:45:00,2012-03-30 19:27:00
200,Case135,Turning & Milling Q.C.,Role 3,2012-03-30 14:11:00,2012-03-30 15:11:00
203,Case136,Turning & Milling,Role 1,2012-03-30 03:15:00,2012-03-30 07:34:00
204,Case136,Turning & Milling,Role 1,2012-03-30 07:34:00,2012-03-30 13:55:00
205,Case136,Turning & Milling Q.C.,Role 3,2012-03-30 14:36:00,2012-03-30 15:21:00
208,Case137,Turning & Milling,Role 1,2012-03-28 02:21:00,2012-03-28 07:38:00
209,Case137,Turning & Milling,Role 1,2012-03-28 09:17:00,2012-03-28 12:11:00
210,Case137,Turning & Milling,Role 1,2012-03-28 15:50:00,2012-03-29 00:09:00
211,Case137,Turning & Milling Q.C.,Role 3,2012-03-30 18:55:00,2012-03-30 19:50:00
214,Case138,Turning & Milling,Role 1,2012-03-27 01:13:00,2012-03-27 02:01:00
215,Case138,Turning & Milling,Role 1,2012-03-27 03:42:00,2012-03-27 08:44:00
216,Case138,Turning & Milling,Role 1,2012-03-27 08:45:00,2012-03-27 14:34:00
217,Case138,Turning & Milling,Role 1,2012-03-27 16:06:00,2012-03-28 00:04:00
218,Case138,Turning & Milling,Role 1,2012-03-28 00:06:00,2012-03-28 02:09:00
219,Case138,Turning & Milling Q.C.,Role 3,2012-03-28 18:00:00,2012-03-28 18:30:00
220,Case138,Turning & Milling Q.C.,Role 3,2012-03-28 18:30:00,2012-03-28 19:00:00
221,Case138,Turning & Milling Q.C.,Role 3,2012-03-28 19:00:00,2012-03-28 19:45:00
222,Case138,Laser Marking,Role 7,2012-03-28 22:15:00,2012-03-28 22:43:00
225,Case139,Round Grinding,Role 3,2012-03-15 13:43:00,2012-03-15 14:45:00
228,Case140,Turning & Milling,Role 1,2012-03-19 14:14:00,2012-03-20 00:59:00
229,Case140,Turning & Milling,Role 1,2012-03-20 03:20:00,2012-03-20 04:35:00
230,Case140,Turning & Milling Q.C.,Role 3,2012-03-20 18:02:00,2012-03-20 19:02:00
231,Case140,Laser Marking,Role 7,2012-03-20 20:37:00,2012-03-20 21:52:00
232,Case140,Lapping,Role 7,2012-03-27 16:27:00,2012-03-27 18:22:00
233,Case140,Round Grinding,Role 2,2012-03-27 20:34:00,2012-03-28 00:14:00
234,Case140,Round Grinding,Role 2,2012-03-28 00:15:00,2012-03-28 01:06:00
235,Case140,Round Grinding,Role 2,2012-03-28 01:07:00,2012-03-28 01:43:00
236,Case140,Grinding Rework,Role 2,2012-03-30 05:36:00,2012-03-30 06:19:00
237,Case140,Round Grinding,Role 2,2012-03-30 07:54:00,2012-03-30 08:26:00
238,Case140,Packing,Role 5,2012-03-30 08:00:00,2012-03-30 09:00:00
239,Case140,Final Inspection Q.C.,Role 3,2012-03-30 15:12:00,2012-03-30 17:03:00
242,Case141,Turning & Milling,Role 1,2012-03-26 08:00:00,2012-03-26 09:15:00
245,Case142,Turning & Milling Q.C.,Role 3,2012-03-22 21:00:00,2012-03-22 23:06:00
246,Case142,Turning & Milling Q.C.,Role 3,2012-03-26 18:00:00,2012-03-26 19:10:00
249,Case144,Packing,Role 5,2012-03-30 08:00:00,2012-03-30 09:00:00
250,Case144,Final Inspection Q.C.,Role 3,2012-03-30 16:56:00,2012-03-30 17:57:00
253,Case174,Turning & Milling,Role 1,2012-03-19 04:42:00,2012-03-19 09:14:00
254,Case174,Turning & Milling,Role 1,2012-03-19 14:20:00,2012-03-19 19:12:00
255,Case174,Turning & Milling Q.C.,Role 3,2012-03-19 18:30:00,2012-03-19 19:37:00
256,Case174,Turning & Milling,Role 1,2012-03-19 19:12:00,2012-03-19 23:01:00
257,Case174,Turning & Milling,Role 1,2012-03-19 23:40:00,2012-03-20 00:49:00
258,Case174,Turning & Milling,Role 1,2012-03-20 02:57:00,2012-03-20 06:28:00
259,Case174,Turning & Milling,Role 1,2012-03-20 10:03:00,2012-03-20 13:40:00
260,Case174,Turning & Milling,Role 1,2012-03-20 14:25:00,2012-03-20 20:29:00
261,Case174,Turning & Milling Q.C.,Role 3,2012-03-20 21:37:00,2012-03-20 23:00:00
262,Case174,Turning & Milling Q.C.,Role 3,2012-03-21 13:45:00,2012-03-21 14:16:00
263,Case174,Laser Marking,Role 7,2012-03-29 16:26:00,2012-03-29 17:20:00
264,Case174,Lapping,Role 7,2012-03-29 17:20:00,2012-03-29 18:48:00
265,Case174,Lapping,Role 2,2012-03-29 18:00:00,2012-03-29 18:58:00
266,Case174,Lapping,Role 7,2012-03-29 18:49:00,2012-03-29 20:51:00
267,Case174,Round Grinding,Role 2,2012-03-29 18:58:00,2012-03-29 20:13:00
268,Case174,Round Grinding,Role 2,2012-03-29 18:59:00,2012-03-29 22:35:00
269,Case174,Round Grinding,Role 2,2012-03-29 22:36:00,2012-03-29 23:46:00
270,Case174,Lapping,Role 2,2012-03-30 01:53:00,2012-03-30 05:36:00
271,Case174,Packing,Role 5,2012-03-30 08:00:00,2012-03-30 09:00:00
272,Case174,Final Inspection Q.C.,Role 3,2012-03-30 16:40:00,2012-03-30 18:17:00
275,Case264,Turning & Milling,Role 1,2012-03-26 16:38:00,2012-03-26 23:28:00
276,Case264,Turning & Milling,Role 1,2012-03-26 23:28:00,2012-03-27 00:01:00
277,Case264,Turning & Milling,Role 1,2012-03-26 23:42:00,2012-03-27 01:52:00
278,Case264,Turning & Milling,Role 1,2012-03-27 04:21:00,2012-03-27 14:34:00
279,Case264,Turning & Milling Q.C.,Role 3,2012-03-27 15:09:00,2012-03-27 15:26:00
280,Case264,Turning & Milling,Role 1,2012-03-27 16:04:00,2012-03-27 23:56:00
281,Case264,Turning & Milling,Role 1,2012-03-28 01:36:00,2012-03-28 02:30:00
282,Case264,Turning & Milling,Role 1,2012-03-28 04:09:00,2012-03-28 14:42:00
283,Case264,Turning & Milling,Role 1,2012-03-28 15:00:00,2012-03-28 15:27:00
284,Case264,Turning & Milling Q.C.,Role 3,2012-03-28 15:05:00,2012-03-28 15:31:00
285,Case264,Turning & Milling Q.C.,Role 3,2012-03-28 15:41:00,2012-03-28 15:48:00
286,Case264,Turning & Milling,Role 1,2012-03-28 15:50:00,2012-03-28 20:05:00
287,Case264,Laser Marking,Role 7,2012-03-28 16:20:00,2012-03-28 18:39:00
288,Case264,Turning & Milling Q.C.,Role 3,2012-03-29 20:24:00,2012-03-29 20:43:00
291,Case4,SETUP     Turning & Milling,Role 1,2012-03-14 08:58:00,2012-03-14 12:59:00
292,Case4,Turning & Milling,Role 1,2012-03-14 16:25:00,2012-03-14 22:17:00
293,Case4,Turning & Milling Q.C.,Role 3,2012-03-14 20:22:00,2012-03-14 22:22:00
294,Case4,Turning & Milling,Role 1,2012-03-14 22:19:00,2012-03-14 22:43:00
295,Case4,Turning & Milling,Role 1,2012-03-14 22:54:00,2012-03-15 06:37:00
296,Case4,Turning & Milling,Role 1,2012-03-15 06:38:00,2012-03-15 10:08:00
297,Case4,Turning & Milling Q.C.,Role 3,2012-03-15 15:15:00,2012-03-15 16:16:00
298,Case4,Laser Marking,Role 7,2012-03-15 17:55:00,2012-03-15 17:56:00
299,Case4,Turning & Milling Q.C.,Role 3,2012-03-15 18:02:00,2012-03-15 19:17:00
300,Case4,Laser Marking,Role 7,2012-03-15 18:03:00,2012-03-15 19:18:00
303,Case45,Turning & Milling,Role 1,2012-03-20 21:22:00,2012-03-21 03:05:00
304,Case45,Turning & Milling,Role 1,2012-03-21 03:07:00,2012-03-21 06:19:00
305,Case45,Turning & Milling,Role 1,2012-03-21 06:21:00,2012-03-21 10:23:00
306,Case45,Turning & Milling Q.C.,Role 3,2012-03-21 14:09:00,2012-03-21 17:03:00
307,Case45,Fix,Role 1,2012-03-26 22:21:00,2012-03-26 23:57:00
308,Case45,Turning & Milling Q.C.,Role 3,2012-03-28 14:53:00,2012-03-28 15:31:00
309,Case45,Turning & Milling Q.C.,Role 3,2012-03-28 14:54:00,2012-03-28 16:08:00
312,Case5,Turning & Milling,Role 1,2012-03-30 14:17:00,2012-03-30 19:14:00
313,Case5,Turning & Milling,Role 1,2012-03-30 19:14:00,2012-03-30 19:43:00
316,Case53,Turning & Milling,Role 1,2012-03-14 20:50:00,2012-03-14 22:56:00
317,Case53,Turning & Milling,Role 1,2012-03-14 23:24:00,2012-03-15 00:32:00
318,Case53,Turning & Milling,Role 1,2012-03-15 00:33:00,2012-03-15 01:52:00
319,Case53,Turning & Milling,Role 1,2012-03-15 01:53:00,2012-03-15 03:53:00
320,Case53,Turning & Milling,Role 1,2012-03-15 03:54:00,2012-03-15 05:39:00
321,Case53,Turning & Milling,Role 1,2012-03-15 05:39:00,2012-03-15 09:26:00
322,Case53,Turning & Milling Q.C.,Role 3,2012-03-15 14:00:00,2012-03-15 15:00:00
323,Case53,Turning & Milling,Role 1,2012-03-15 14:00:00,2012-03-15 15:00:00
324,Case53,Turning & Milling,Role 1,2012-03-15 15:00:00,2012-03-15 18:30:00
325,Case53,Turning & Milling Q.C.,Role 3,2012-03-15 20:20:00,2012-03-15 20:31:00
326,Case53,Turning & Milling Q.C.,Role 3,2012-03-16 15:00:00,2012-03-16 16:08:00
327,Case53,Laser Marking,Role 7,2012-03-19 16:39:00,2012-03-19 18:21:00
328,Case53,Flat Grinding,Role 7,2012-03-21 00:20:00,2012-03-21 00:21:00
329,Case53,Round Grinding,Role 7,2012-03-21 23:35:00,2012-03-22 00:45:00
330,Case53,Round Grinding,Role 2,2012-03-22 01:30:00,2012-03-22 03:21:00
331,Case53,Final Inspection Q.C.,Role 3,2012-03-22 17:30:00,2012-03-22 20:30:00
332,Case53,Final Inspection Q.C.,Role 3,2012-03-23 17:30:00,2012-03-23 17:44:00
333,Case53,Packing,Role 5,2012-03-25 08:00:00,2012-03-25 09:00:00
336,Case54,Turning & Milling,Role 1,2012-03-18 16:24:00,2012-03-18 23:10:00
337,Case54,Turning & Milling,Role 1,2012-03-19 03:08:00,2012-03-19 06:46:00
338,Case54,Turning & Milling,Role 1,2012-03-19 14:32:00,2012-03-19 15:17:00
339,Case54,Turning & Milling,Role 1,2012-03-19 16:37:00,2012-03-19 23:04:00
340,Case54,Turning & Milling Q.C.,Role 3,2012-03-19 19:39:00,2012-03-19 20:38:00
341,Case54,Turning & Milling,Role 1,2012-03-19 23:05:00,2012-03-20 05:59:00
342,Case54,Turning & Milling Q.C.,Role 3,2012-03-20 14:00:00,2012-03-20 14:15:00
343,Case54,Flat Grinding,Role 7,2012-03-20 20:50:00,2012-03-20 21:50:00
344,Case54,Flat Grinding,Role 7,2012-03-20 21:51:00,2012-03-20 23:06:00
345,Case54,Turning & Milling Q.C.,Role 3,2012-03-20 23:30:00,2012-03-21 00:19:00
346,Case54,Final Inspection Q.C.,Role 3,2012-03-21 00:20:00,2012-03-21 01:00:00
347,Case54,Flat Grinding,Role 7,2012-03-21 00:22:00,2012-03-21 00:23:00
348,Case54,Lapping,Role 7,2012-03-21 00:23:00,2012-03-21 01:38:00
349,Case54,Laser Marking,Role 7,2012-03-21 01:02:00,2012-03-21 01:03:00
350,Case54,Packing,Role 5,2012-03-22 07:00:00,2012-03-22 08:00:00
351,Case54,Final Inspection Q.C.,Role 3,2012-03-22 16:07:00,2012-03-22 16:30:00
354,Case59,Turning & Milling,Role 1,2012-03-18 16:47:00,2012-03-18 22:54:00
355,Case59,Turning & Milling,Role 1,2012-03-18 23:11:00,2012-03-19 00:59:00
356,Case59,Turning & Milling,Role 1,2012-03-19 03:21:00,2012-03-19 04:18:00
357,Case59,Turning & Milling Q.C.,Role 3,2012-03-21 16:20:00,2012-03-21 17:10:00
358,Case59,Laser Marking,Role 1,2012-03-21 21:51:00,2012-03-21 21:56:00
359,Case59,Lapping,Role 2,2012-03-21 23:57:00,2012-03-22 00:35:00
360,Case59,Packing,Role 5,2012-03-22 07:00:00,2012-03-22 08:00:00
361,Case59,Final Inspection Q.C.,Role 3,2012-03-22 16:27:00,2012-03-22 18:08:00
362,Case59,Turning & Milling Q.C.,Role 3,2012-03-23 19:18:00,2012-03-23 20:33:00
365,Case60,Turning,Role 1,2012-03-16 05:23:00,2012-03-16 07:10:00
366,Case60,Lapping,Role 7,2012-03-16 14:00:00,2012-03-16 14:20:00
367,Case60,Turning,Role 1,2012-03-16 16:53:00,2012-03-16 19:30:00
368,Case60,Turning Q.C.,Role 3,2012-03-18 14:00:00,2012-03-18 15:00:00
369,Case60,Turning,Role 1,2012-03-18 14:01:00,2012-03-18 15:39:00
370,Case60,Turning,Role 1,2012-03-18 23:51:00,2012-03-19 06:30:00
