caseid,task,user,start_timestamp,end_timestamp
gen-Case00,start,Role 5,2012-03-30 01:06:52+0000,2012-03-30 03:18:44+0000
gen-Case00,start,Role 3,2012-03-30 06:21:46+0000,2012-03-30 08:01:23+0000
gen-Case00,start,Role 1,2012-03-30 08:01:27+0000,2012-03-30 09:53:04+0000
gen-Case00,start,Role 1,2012-03-30 11:54:00+0000,2012-03-30 13:50:16+0000
gen-Case00,start,Role 1,2012-03-30 15:34:02+0000,2012-03-30 17:30:47+0000
gen-Case00,start,Role 1,2012-03-30 19:16:13+0000,2012-03-30 21:10:26+0000
gen-Case00,start,Role 1,2012-03-30 23:04:37+0000,2012-03-31 00:58:12+0000
gen-Case00,start,Role 3,2012-03-31 03:23:45+0000,2012-03-31 05:16:44+0000
gen-Case00,start,Role 3,2012-03-31 05:53:36+0000,2012-03-31 07:48:06+0000
gen-Case00,start,Role 3,2012-03-31 08:33:40+0000,2012-03-31 10:31:02+0000
gen-Case00,start,Role 3,2012-03-31 11:48:01+0000,2012-03-31 13:48:40+0000
gen-Case00,start,Role 1,2012-03-31 15:45:34+0000,2012-03-31 17:49:55+0000
gen-Case00,start,Role 1,2012-03-31 21:51:20+0000,2012-03-31 23:58:37+0000
gen-Case00,start,end,2012-04-01 05:23:08+0000,2012-04-01 07:27:12+0000
gen-Case00,start,Role 3,2012-04-01 15:23:14+0000,2012-04-01 17:47:30+0000
gen-Case00,start,Role 9,2012-04-01 23:04:34+0000,2012-04-02 01:13:54+0000
gen-Case00,start,Role 1,2012-04-02 08:55:18+0000,2012-04-02 11:28:34+0000
gen-Case00,start,Role 3,2012-04-02 19:25:28+0000,2012-04-02 21:43:52+0000
gen-Case00,start,Role 3,2012-04-03 03:32:47+0000,2012-04-03 05:48:36+0000
gen-Case00,start,Role 1,2012-04-03 10:40:02+0000,2012-04-03 12:54:17+0000
gen-Case00,start,Role 1,2012-04-03 18:52:34+0000,2012-04-03 21:04:58+0000
gen-Case00,start,Role 3,2012-04-04 03:32:48+0000,2012-04-04 05:40:11+0000
gen-Case00,start,Role 1,2012-04-04 09:51:21+0000,2012-04-04 11:57:15+0000
gen-Case00,start,Role 1,2012-04-04 17:24:41+0000,2012-04-04 19:29:39+0000
gen-Case00,start,Role 1,2012-04-05 01:12:56+0000,2012-04-05 03:13:42+0000
gen-Case00,start,Role 9,2012-04-05 09:09:32+0000,2012-04-05 11:07:14+0000
gen-Case00,start,Role 1,2012-04-05 18:41:36+0000,2012-04-05 21:00:23+0000
gen-Case00,start,Role 1,2012-04-06 04:39:07+0000,2012-04-06 06:46:59+0000
gen-Case00,start,Role 1,2012-04-06 14:37:38+0000,2012-04-06 16:42:22+0000
gen-Case00,start,Role 1,2012-04-07 00:15:19+0000,2012-04-07 02:16:33+0000
gen-Case00,start,Role 1,2012-04-07 09:23:57+0000,2012-04-07 11:22:07+0000
gen-Case00,start,Role 1,2012-04-07 17:42:36+0000,2012-04-07 19:38:06+0000
gen-Case00,start,Role 1,2012-04-08 01:38:35+0000,2012-04-08 03:32:08+0000
gen-Case00,start,Role 3,2012-04-08 09:14:39+0000,2012-04-08 11:06:12+0000
gen-Case00,start,Role 6,2012-04-08 13:54:38+0000,2012-04-08 15:45:55+0000
gen-Case00,start,Role 1,2012-04-08 23:13:47+0000,2012-04-09 01:31:58+0000
gen-Case00,start,Role 1,2012-04-09 09:01:24+0000,2012-04-09 11:06:12+0000
gen-Case00,start,Role 1,2012-04-09 19:09:27+0000,2012-04-09 21:11:52+0000
gen-Case00,start,Role 3,2012-04-10 04:58:59+0000,2012-04-10 06:58:27+0000
gen-Case00,start,Role 7,2012-04-10 11:27:20+0000,2012-04-10 13:26:16+0000
gen-Case00,start,Role 3,2012-04-10 17:09:22+0000,2012-04-10 19:16:41+0000
gen-Case00,start,Role 3,2012-04-10 21:30:22+0000,2012-04-10 23:39:04+0000
gen-Case00,start,Role 3,2012-04-11 01:55:19+0000,2012-04-11 04:06:32+0000
gen-Case00,start,Role 1,2012-04-11 06:39:26+0000,2012-04-11 08:51:23+0000
gen-Case00,start,Role 1,2012-04-11 13:25:32+0000,2012-04-11 15:35:11+0000
gen-Case00,start,Role 1,2012-04-11 21:01:20+0000,2012-04-11 23:06:08+0000
gen-Case00,start,Role 1,2012-04-12 04:41:04+0000,2012-04-12 06:42:13+0000
gen-Case00,start,Role 3,2012-04-12 11:54:54+0000,2012-04-12 13:53:15+0000
gen-Case00,start,Role 3,2012-04-12 16:21:15+0000,2012-04-12 18:19:57+0000
gen-Case00,start,Role 1,2012-04-12 20:27:20+0000,2012-04-12 22:26:26+0000
gen-Case00,start,Role 1,2012-04-13 02:12:51+0000,2012-04-13 04:14:31+0000
gen-Case00,start,Role 1,2012-04-13 09:17:34+0000,2012-04-13 11:17:43+0000
gen-Case00,start,Role 3,2012-04-13 17:13:04+0000,2012-04-13 19:11:40+0000
gen-Case00,start,Role 1,2012-04-13 22:55:51+0000,2012-04-14 00:54:56+0000
gen-Case00,start,Role 1,2012-04-14 05:50:37+0000,2012-04-14 07:51:29+0000
gen-Case00,start,Role 1,2012-04-14 13:24:33+0000,2012-04-14 15:21:31+0000
gen-Case00,start,Role 1,2012-04-14 21:10:59+0000,2012-04-14 23:05:50+0000
gen-Case00,start,Role 1,2012-04-15 04:50:04+0000,2012-04-15 06:42:55+0000
gen-Case00,start,Role 1,2012-04-15 12:11:56+0000,2012-04-15 14:03:06+0000
gen-Case00,start,Role 1,2012-04-15 19:26:50+0000,2012-04-15 21:17:11+0000
gen-Case00,start,Role 1,2012-04-16 02:41:01+0000,2012-04-16 04:30:50+0000
gen-Case00,start,Role 1,2012-04-16 09:58:34+0000,2012-04-16 11:48:03+0000
gen-Case00,start,Role 1,2012-04-16 17:21:24+0000,2012-04-16 19:10:35+0000
gen-Case00,start,Role 1,2012-04-17 00:41:38+0000,2012-04-17 02:30:03+0000
gen-Case00,start,Role 3,2012-04-17 07:56:28+0000,2012-04-17 09:44:06+0000
gen-Case00,start,Role 2,2012-04-17 12:34:39+0000,2012-04-17 14:23:38+0000
gen-Case00,start,Role 1,2012-04-17 17:16:54+0000,2012-04-17 19:17:21+0000
gen-Case00,start,Role 1,2012-04-17 23:14:19+0000,2012-04-18 01:15:16+0000
gen-Case00,start,Role 1,2012-04-18 06:26:28+0000,2012-04-18 08:25:26+0000
gen-Case00,start,Role 1,2012-04-18 13:51:24+0000,2012-04-18 15:48:15+0000
gen-Case00,start,Role 1,2012-04-18 20:43:13+0000,2012-04-18 22:38:00+0000
gen-Case00,start,Role 1,2012-04-19 02:57:15+0000,2012-04-19 04:50:16+0000
gen-Case00,start,Role 1,2012-04-19 08:52:15+0000,2012-04-19 10:43:53+0000
gen-Case00,start,Role 1,2012-04-19 14:50:04+0000,2012-04-19 16:40:43+0000
gen-Case00,start,Role 3,2012-04-19 21:05:42+0000,2012-04-19 22:55:41+0000
gen-Case00,start,Role 1,2012-04-20 01:07:11+0000,2012-04-20 02:58:19+0000
gen-Case00,start,Role 2,2012-04-20 07:06:00+0000,2012-04-20 09:01:10+0000
gen-Case00,start,Role 1,2012-04-20 12:18:54+0000,2012-04-20 14:19:34+0000
gen-Case00,start,Role 3,2012-04-20 18:53:55+0000,2012-04-20 20:56:12+0000
gen-Case00,start,Role 2,2012-04-21 00:05:35+0000,2012-04-21 02:10:18+0000
gen-Case00,start,Role 2,2012-04-21 04:56:26+0000,2012-04-21 07:09:17+0000
gen-Case00,start,Role 3,2012-04-21 09:15:47+0000,2012-04-21 11:34:30+0000
gen-Case00,start,Role 3,2012-04-21 13:15:32+0000,2012-04-21 15:35:07+0000
gen-Case00,start,Role 1,2012-04-21 17:37:34+0000,2012-04-21 19:57:08+0000
gen-Case00,start,Role 1,2012-04-21 23:55:42+0000,2012-04-22 02:10:14+0000
gen-Case00,start,Role 1,2012-04-22 06:41:18+0000,2012-04-22 08:50:10+0000
gen-Case00,start,Role 1,2012-04-22 13:17:59+0000,2012-04-22 15:22:52+0000
gen-Case00,start,Role 3,2012-04-22 19:31:37+0000,2012-04-22 21:33:29+0000
gen-Case00,start,Role 3,2012-04-22 23:12:54+0000,2012-04-23 01:14:53+0000
gen-Case00,start,Role 11,2012-04-23 02:56:26+0000,2012-04-23 04:58:36+0000
gen-Case00,start,Role 1,2012-04-23 10:23:03+0000,2012-04-23 12:51:58+0000
gen-Case00,start,Role 3,2012-04-23 19:01:59+0000,2012-04-23 21:17:36+0000
gen-Case00,start,Role 1,2012-04-24 02:55:34+0000,2012-04-24 05:08:43+0000
gen-Case00,start,Role 1,2012-04-24 11:52:11+0000,2012-04-24 14:05:30+0000
gen-Case00,start,Role 1,2012-04-24 20:55:12+0000,2012-04-24 23:03:44+0000
gen-Case00,start,Role 3,2012-04-25 05:45:09+0000,2012-04-25 07:48:37+0000
gen-Case00,start,Role 1,2012-04-25 11:19:20+0000,2012-04-25 13:20:35+0000
gen-Case00,start,Role 1,2012-04-25 17:58:57+0000,2012-04-25 20:00:12+0000
gen-Case00,start,Role 1,2012-04-26 00:58:50+0000,2012-04-26 02:56:41+0000
gen-Case00,start,Role 1,2012-04-26 08:25:12+0000,2012-04-26 10:21:05+0000
gen-Case00,start,Role 1,2012-04-26 16:01:38+0000,2012-04-26 17:55:52+0000
gen-Case00,start,Role 1,2012-04-26 23:38:50+0000,2012-04-27 01:31:47+0000
gen-Case00,start,Role 1,2012-04-27 07:15:11+0000,2012-04-27 09:07:03+0000
gen-Case01,Turning & Milling,Role 3,2012-03-13 05:23:18+0000,2012-03-13 08:10:32+0000
gen-Case01,Turning & Milling,Role 1,2012-03-13 17:49:13+0000,2012-03-13 19:54:44+0000
gen-Case01,Turning & Milling Q.C.,Role 3,2012-03-14 05:56:40+0000,2012-03-14 08:02:25+0000
gen-Case01,Lapping,Role 7,2012-03-14 17:24:01+0000,2012-03-14 18:57:41+0000
gen-Case01,start,Role 7,2012-03-15 09:26:38+0000,2012-03-15 10:49:05+0000
gen-Case01,start,Role 2,2012-03-16 00:55:29+0000,2012-03-16 02:34:52+0000
gen-Case01,start,Role 2,2012-03-16 14:18:24+0000,2012-03-16 16:16:01+0000
gen-Case01,start,Role 2,2012-03-16 23:38:03+0000,2012-03-17 01:51:08+0000
gen-Case01,start,Role 2,2012-03-17 05:03:28+0000,2012-03-17 07:27:58+0000
gen-Case01,start,Role 2,2012-03-17 07:27:58+0000,2012-03-17 10:00:19+0000
gen-Case01,start,Role 7,2012-03-17 10:00:19+0000,2012-03-17 12:37:34+0000
gen-Case01,start,Role 1,2012-03-17 12:37:34+0000,2012-03-17 15:15:30+0000
gen-Case01,start,Role 3,2012-03-17 15:15:30+0000,2012-03-17 17:46:34+0000
gen-Case01,start,Role 3,2012-03-17 17:46:34+0000,2012-03-17 20:22:18+0000
gen-Case01,start,Role 1,2012-03-17 20:22:18+0000,2012-03-17 22:54:56+0000
gen-Case01,start,Role 4,2012-03-17 22:54:56+0000,2012-03-18 01:20:41+0000
gen-Case01,start,Role 3,2012-03-18 03:31:23+0000,2012-03-18 05:31:17+0000
gen-Case01,start,end,2012-03-18 05:31:17+0000,2012-03-18 07:29:46+0000
gen-Case01,start,Role 1,2012-03-18 08:59:18+0000,2012-03-18 11:19:17+0000
gen-Case01,start,Role 1,2012-03-18 14:23:51+0000,2012-03-18 16:37:53+0000
gen-Case01,start,Role 3,2012-03-18 21:16:47+0000,2012-03-18 23:27:37+0000
gen-Case01,start,Role 3,2012-03-19 02:39:00+0000,2012-03-19 04:48:16+0000
gen-Case01,start,Role 1,2012-03-19 07:20:28+0000,2012-03-19 09:29:38+0000
gen-Case01,start,Role 5,2012-03-19 13:13:49+0000,2012-03-19 15:23:19+0000
gen-Case01,start,Role 1,2012-03-19 19:52:31+0000,2012-03-19 21:28:55+0000
gen-Case01,start,Role 1,2012-03-20 00:57:42+0000,2012-03-20 02:33:54+0000
gen-Case01,start,Role 1,2012-03-20 05:36:00+0000,2012-03-20 07:17:25+0000
gen-Case01,start,Role 3,2012-03-20 09:50:24+0000,2012-03-20 11:36:08+0000
gen-Case01,start,Role 9,2012-03-20 11:36:08+0000,2012-03-20 13:25:14+0000
gen-Case01,start,Role 1,2012-03-20 16:03:31+0000,2012-03-20 18:16:43+0000
gen-Case01,start,Role 1,2012-03-20 22:58:22+0000,2012-03-21 01:04:34+0000
gen-Case01,start,Role 1,2012-03-21 07:41:47+0000,2012-03-21 09:45:55+0000
gen-Case01,start,Role 1,2012-03-21 16:41:42+0000,2012-03-21 18:42:55+0000
gen-Case01,start,Role 1,2012-03-22 01:10:14+0000,2012-03-22 03:08:20+0000
gen-Case01,start,Role 3,2012-03-22 08:59:32+0000,2012-03-22 10:55:18+0000
gen-Case01,start,end,2012-03-22 13:30:12+0000,2012-03-22 15:26:03+0000
gen-Case01,start,Role 1,2012-03-22 21:09:43+0000,2012-03-22 23:30:55+0000
gen-Case01,start,Role 1,2012-03-23 05:30:41+0000,2012-03-23 07:38:22+0000
gen-Case01,start,Role 1,2012-03-23 14:35:07+0000,2012-03-23 16:40:23+0000
gen-Case01,start,Role 1,2012-03-24 00:11:44+0000,2012-03-24 02:13:58+0000
gen-Case01,start,Role 1,2012-03-24 09:15:08+0000,2012-03-24 11:14:18+0000
gen-Case01,start,Role 1,2012-03-24 17:34:47+0000,2012-03-24 19:31:08+0000
gen-Case01,start,Role 1,2012-03-25 01:20:48+0000,2012-03-25 03:14:46+0000
gen-Case01,start,Role 1,2012-03-25 08:41:25+0000,2012-03-25 10:33:09+0000
gen-Case01,start,Role 3,2012-03-25 15:31:51+0000,2012-03-25 17:21:58+0000
gen-Case01,start,Role 1,2012-03-25 19:45:55+0000,2012-03-25 21:36:42+0000
gen-Case01,start,Role 1,2012-03-26 01:50:03+0000,2012-03-26 03:44:32+0000
gen-Case01,start,Role 1,2012-03-26 08:56:20+0000,2012-03-26 10:49:51+0000
gen-Case01,start,Role 1,2012-03-26 16:44:32+0000,2012-03-26 18:37:04+0000
gen-Case01,start,Role 1,2012-03-27 00:43:36+0000,2012-03-27 02:34:53+0000
gen-Case01,start,Role 1,2012-03-27 08:27:01+0000,2012-03-27 10:16:46+0000
gen-Case01,start,Role 1,2012-03-27 15:40:45+0000,2012-03-27 17:29:00+0000
gen-Case01,start,Role 1,2012-03-27 22:42:34+0000,2012-03-28 00:30:18+0000
gen-Case01,start,Role 9,2012-03-28 05:39:49+0000,2012-03-28 07:27:13+0000
gen-Case01,start,Role 1,2012-03-28 14:41:11+0000,2012-03-28 16:52:14+0000
gen-Case01,start,Role 3,2012-03-29 00:22:49+0000,2012-03-29 02:24:55+0000
gen-Case01,start,Role 1,2012-03-29 07:55:25+0000,2012-03-29 09:55:57+0000
gen-Case01,start,Role 1,2012-03-29 16:22:06+0000,2012-03-29 18:25:08+0000
gen-Case01,start,Role 3,2012-03-30 01:07:57+0000,2012-03-30 03:08:11+0000
gen-Case01,start,Role 1,2012-03-30 07:14:38+0000,2012-03-30 09:14:34+0000
gen-Case01,start,Role 1,2012-03-30 14:30:14+0000,2012-03-30 16:30:38+0000
gen-Case01,start,Role 1,2012-03-30 22:10:45+0000,2012-03-31 00:07:49+0000
gen-Case01,start,Role 1,2012-03-31 06:00:43+0000,2012-03-31 07:55:17+0000
gen-Case01,start,Role 11,2012-03-31 13:40:29+0000,2012-03-31 15:33:02+0000
gen-Case01,start,Role 3,2012-04-01 00:07:11+0000,2012-04-01 02:26:33+0000
gen-Case01,start,Role 1,2012-04-01 08:45:11+0000,2012-04-01 10:47:34+0000
gen-Case01,start,Role 3,2012-04-01 17:49:03+0000,2012-04-01 19:55:24+0000
gen-Case01,start,Role 1,2012-04-02 00:59:51+0000,2012-04-02 03:04:59+0000
gen-Case01,start,Role 1,2012-04-02 09:29:38+0000,2012-04-02 11:36:05+0000
gen-Case01,start,Role 1,2012-04-02 18:05:58+0000,2012-04-02 20:08:17+0000
gen-Case01,start,Role 1,2012-04-03 02:38:08+0000,2012-04-03 04:37:07+0000
gen-Case01,start,Role 1,2012-04-03 10:33:39+0000,2012-04-03 12:29:21+0000
gen-Case01,start,Role 2,2012-04-03 17:57:22+0000,2012-04-03 19:50:54+0000
gen-Case01,start,end,2012-04-03 22:33:16+0000,2012-04-04 00:32:00+0000
gen-Case01,start,Role 3,2012-04-04 07:06:18+0000,2012-04-04 09:29:26+0000
gen-Case01,start,Role 1,2012-04-04 14:34:58+0000,2012-04-04 16:45:16+0000
gen-Case01,start,Role 1,2012-04-04 22:53:15+0000,2012-04-05 01:05:40+0000
gen-Case01,start,Role 3,2012-04-05 07:32:29+0000,2012-04-05 09:41:03+0000
gen-Case01,start,Role 2,2012-04-05 13:39:34+0000,2012-04-05 15:47:57+0000
gen-Case01,start,Role 10,2012-04-05 18:51:45+0000,2012-04-05 21:05:04+0000
gen-Case01,start,Role 1,2012-04-06 02:47:00+0000,2012-04-06 05:21:25+0000
gen-Case01,start,Role 1,2012-04-06 11:15:27+0000,2012-04-06 13:34:24+0000
gen-Case01,start,Role 1,2012-04-06 19:52:03+0000,2012-04-06 22:06:12+0000
gen-Case01,start,Role 1,2012-04-07 04:00:04+0000,2012-04-07 06:09:36+0000
gen-Case01,start,Role 1,2012-04-07 11:21:16+0000,2012-04-07 13:26:40+0000
gen-Case01,start,Role 1,2012-04-07 18:05:31+0000,2012-04-07 20:07:21+0000
gen-Case01,start,Role 3,2012-04-08 00:37:39+0000,2012-04-08 02:36:39+0000
gen-Case01,start,Role 12,2012-04-08 04:52:51+0000,2012-04-08 06:50:55+0000
gen-Case01,start,Role 3,2012-04-08 09:26:17+0000,2012-04-08 10:59:28+0000
gen-Case01,start,Role 3,2012-04-08 11:38:03+0000,2012-04-08 13:14:28+0000
gen-Case01,start,Role 2,2012-04-08 13:14:28+0000,2012-04-08 14:59:51+0000
gen-Case01,start,Role 3,2012-04-08 15:44:05+0000,2012-04-08 17:40:12+0000
gen-Case01,start,Role 1,2012-04-08 18:06:14+0000,2012-04-08 20:08:47+0000
gen-Case01,start,Role 1,2012-04-08 22:57:59+0000,2012-04-09 01:01:52+0000
gen-Case01,start,Role 1,2012-04-09 05:29:18+0000,2012-04-09 07:28:54+0000
gen-Case01,start,Role 1,2012-04-09 12:03:43+0000,2012-04-09 14:00:28+0000
gen-Case01,start,Role 1,2012-04-09 17:58:37+0000,2012-04-09 19:53:59+0000
gen-Case01,start,Role 1,2012-04-09 23:19:48+0000,2012-04-10 01:14:12+0000
gen-Case01,start,Role 1,2012-04-10 04:33:02+0000,2012-04-10 06:26:44+0000
gen-Case01,start,Role 3,2012-04-10 10:02:20+0000,2012-04-10 11:55:32+0000
gen-Case01,start,Role 1,2012-04-10 13:34:08+0000,2012-04-10 15:28:05+0000
gen-Case01,start,Role 1,2012-04-10 19:02:39+0000,2012-04-10 21:00:22+0000
gen-Case01,start,Role 1,2012-04-11 01:37:11+0000,2012-04-11 03:33:14+0000
gen-Case01,start,Role 1,2012-04-11 09:33:17+0000,2012-04-11 11:28:38+0000
gen-Case01,start,Role 1,2012-04-11 17:36:03+0000,2012-04-11 19:29:51+0000
gen-Case01,start,Role 3,2012-04-12 01:24:07+0000,2012-04-12 03:16:25+0000
gen-Case01,start,end,2012-04-12 06:16:06+0000,2012-04-12 08:07:49+0000
gen-Case01,start,Role 1,2012-04-12 14:33:29+0000,2012-04-12 16:50:47+0000
gen-Case01,start,Role 1,2012-04-12 23:34:37+0000,2012-04-13 01:40:01+0000
gen-Case01,start,Role 1,2012-04-13 09:12:40+0000,2012-04-13 11:16:18+0000
gen-Case01,start,Role 1,2012-04-13 18:42:12+0000,2012-04-13 20:43:07+0000
gen-Case01,start,Role 1,2012-04-14 03:33:15+0000,2012-04-14 05:31:23+0000
gen-Case01,start,Role 1,2012-04-14 11:35:25+0000,2012-04-14 13:30:59+0000
gen-Case01,start,Role 1,2012-04-14 18:58:39+0000,2012-04-14 20:52:07+0000
gen-Case01,start,Role 1,2012-04-15 02:00:59+0000,2012-04-15 03:52:49+0000
gen-Case01,start,Role 1,2012-04-15 08:47:37+0000,2012-04-15 10:37:44+0000
gen-Case01,start,Role 3,2012-04-15 15:40:25+0000,2012-04-15 17:29:44+0000
gen-Case01,start,Role 3,2012-04-15 20:05:51+0000,2012-04-15 21:56:06+0000
gen-Case01,start,Role 2,2012-04-16 00:07:05+0000,2012-04-16 02:00:19+0000
gen-Case01,start,Role 13,2012-04-16 04:52:38+0000,2012-04-16 06:57:08+0000
gen-Case01,start,end,2012-04-16 09:28:21+0000,2012-04-16 11:12:51+0000
gen-Case01,start,Role 2,2012-04-16 15:57:46+0000,2012-04-16 18:03:43+0000
gen-Case01,start,Role 5,2012-04-16 20:47:46+0000,2012-04-16 22:55:18+0000
gen-Case01,start,Role 3,2012-04-17 02:17:12+0000,2012-04-17 03:52:17+0000
gen-Case01,start,Role 1,2012-04-17 03:52:17+0000,2012-04-17 05:39:01+0000
gen-Case01,start,Role 1,2012-04-17 06:34:17+0000,2012-04-17 08:26:50+0000
gen-Case01,start,Role 1,2012-04-17 09:21:30+0000,2012-04-17 11:16:03+0000
gen-Case01,start,Role 1,2012-04-17 12:21:19+0000,2012-04-17 14:16:37+0000
gen-Case01,start,Role 3,2012-04-17 15:49:33+0000,2012-04-17 17:44:52+0000
gen-Case01,start,Role 1,2012-04-17 17:44:52+0000,2012-04-17 19:42:04+0000
gen-Case01,start,Role 1,2012-04-17 21:48:53+0000,2012-04-17 23:49:14+0000
gen-Case01,start,Role 1,2012-04-18 03:23:46+0000,2012-04-18 05:22:53+0000
